customer_id,days_since_last_transaction,days_since_first_transaction,customer_lifetime_days,total_transactions,unique_merchants,unique_categories,unique_locations,avg_transactions_per_day,avg_transactions_per_week,avg_transactions_per_month,total_amount,avg_transaction_amount,median_transaction_amount,std_transaction_amount,min_transaction_amount,max_transaction_amount,total_expenses,avg_expense_amount,max_expense_amount,expense_transaction_count,total_income,avg_income_amount,max_income_amount,income_transaction_count,net_cash_flow,income_expense_ratio,savings_rate,grocery_total_spend,grocery_transaction_count,grocery_avg_amount,restaurant_total_spend,restaurant_transaction_count,restaurant_avg_amount,gas_total_spend,gas_transaction_count,gas_avg_amount,retail_total_spend,retail_transaction_count,retail_avg_amount,entertainment_total_spend,entertainment_transaction_count,entertainment_avg_amount,grocery_spend_percentage,restaurant_spend_percentage,gas_spend_percentage,retail_spend_percentage,entertainment_spend_percentage,most_frequent_category,avg_transaction_hour,most_common_hour,weekend_transaction_ratio,most_common_day,weekend_weekday_spending_ratio,monthly_spending_trend,monthly_frequency_trend,spending_volatility,frequency_volatility,most_used_payment_mode,payment_mode_diversity,location_diversity,most_common_location,merchant_loyalty_score,top_merchant,small_transaction_ratio,medium_transaction_ratio,large_transaction_ratio
CUST_000439,1,179,178,95,33,9,12,0.5337078651685393,3.7359550561797756,16.01123595505618,-8761.598834501778,-92.22735615265029,-57.2,230.10213232236316,-1159.1988345017792,1273.23,-10821.398834501779,-116.3591272527073,-1159.1988345017792,93,2059.8,1029.9,1273.23,2.0,-8761.59883450178,0.1903450775174053,-4.253616290174667,-226.06,3,-75.35333333333334,-1509.47,25,-60.3788,-265.43,5,-53.086,-6499.23,25,-259.9692,-1872.3288345017793,26,-72.01264748083767,0.0208900904085759,0.13948936020982508,0.02452825222130541,0.6005905612940313,0.17302096181246443,entertainment,8.094736842105263,8,0.3157894736842105,6,0.22065430406464928,-221.1341608394764,0.32142857142857195,801.7434507005878,5.900536122303824,UPI,6,12,Austin,0.10526315789473684,iTunes,0.45263157894736844,0.35789473684210527,0.18947368421052632
CUST_000185,1,179,178,106,35,10,12,0.5955056179775281,4.168539325842697,17.865168539325843,-6288.52,-59.325660377358496,-58.53,199.12110890955103,-420.98,883.35,-10135.79,-101.35790000000001,-420.98,100,3847.27,641.2116666666667,883.35,6.0,-6288.52,0.37957278120403043,-1.6345408562435182,-2321.9900000000002,22,-105.54500000000002,-114.18,2,-57.09,-153.87,2,-76.935,-1188.38,4,-297.095,-88.28,3,-29.426666666666666,0.2290882111803816,0.011265032128724055,0.015180859114089774,0.11724591768377206,0.00870973056860886,transport,9.537735849056604,7,0.27358490566037735,1,0.944375906326429,-57.88250000000016,-0.17857142857142705,811.9787161355542,5.138887356744271,Cash,6,12,Houston,0.10377358490566038,Taxi,0.3867924528301887,0.41509433962264153,0.19811320754716982
CUST_000241,0,179,179,78,26,10,12,0.43575418994413406,3.0502793296089385,13.072625698324021,-6295.900000000001,-80.71666666666667,-50.47,98.64063176753197,-377.86,402.26,-6698.160000000001,-86.98909090909092,-377.86,77,402.26,402.26,402.26,1.0,-6295.900000000001,0.060055298768617045,-15.651320041764034,-2004.68,21,-95.46095238095238,-161.46,2,-80.73,-48.43,1,-48.43,-384.84999999999997,2,-192.42499999999998,-118.51,3,-39.50333333333334,0.2992881627193139,0.024105127378265073,0.007230343855626022,0.05745607748993752,0.017692918652286598,transport,8.525641025641026,6,0.2564102564102564,2,0.44439473714397143,7.771071428571358,0.25000000000000044,550.5892709207665,5.890150893739515,Cash,6,12,Dallas,0.10256410256410256,Safeway,0.48717948717948717,0.38461538461538464,0.1282051282051282
CUST_000441,0,179,179,85,32,9,13,0.4748603351955307,3.324022346368715,14.245810055865922,-8218.90921344585,-96.69304956995117,-63.98,171.45333773345044,-1245.3292134458502,485.4,-9099.729213445851,-109.63529172826327,-1245.3292134458502,83,880.8199999999999,440.40999999999997,485.4,2.0,-8218.909213445851,0.09679628693769167,-9.330974788771659,-1903.3500000000001,16,-118.95937500000001,-349.04,6,-58.17333333333334,0.0,0,0.0,-1458.65,6,-243.10833333333335,-147.7,5,-29.54,0.20916556474972806,0.03835718534176325,0.0,0.16029597868084736,0.01623125222031409,transport,8.847058823529412,9,0.23529411764705882,3,0.2633010355370544,-251.9006861944947,1.178571428571429,960.6065884916928,4.485805276602166,Bank Transfer,6,13,Houston,0.08235294117647059,Uber,0.4470588235294118,0.36470588235294116,0.18823529411764706
CUST_000212,3,179,176,73,28,10,12,0.4147727272727273,2.903409090909091,12.443181818181818,-8400.51044817941,-115.07548559149876,-59.07,348.41601300586626,-2730.270448179409,792.54,-9740.910448179411,-137.19592180534383,-2730.270448179409,71,1340.4,670.2,792.54,2.0,-8400.510448179411,0.13760520714473076,-6.267166851819913,-1882.5700000000002,20,-94.1285,-259.94,5,-51.988,-184.83,3,-61.61000000000001,-477.63,2,-238.815,-27.93,1,-27.93,0.19326427545095182,0.026685390588780448,0.01897461238179692,0.049033404273752426,0.0028672884478904283,grocery,9.602739726027398,23,0.2876712328767123,2,0.29772076390449426,-171.88501600640748,-0.03571428571428511,1021.6072321174504,5.122977450583174,Bank Transfer,6,12,New York,0.0821917808219178,Gas Company,0.4246575342465753,0.3835616438356164,0.1917808219178082
CUST_000101,3,179,176,106,34,10,12,0.6022727272727273,4.215909090909091,18.06818181818182,-10078.341993551516,-95.07869805237279,-55.6,393.13918809662835,-3581.971993551517,1220.48,-13145.92199355152,-128.88158817207372,-3581.971993551517,102,3067.58,766.895,1220.48,4.0,-10078.34199355152,0.2333484103667086,-3.2854373785040716,-2427.65,25,-97.10600000000001,-3963.021993551517,7,-566.1459990787881,-216.5,5,-43.3,-905.59,3,-301.86333333333334,-109.0,2,-54.5,0.18466943598104701,0.3014639821760316,0.016468985599199504,0.06888752271953386,0.00829154471276095,transport,8.764150943396226,1,0.29245283018867924,3,0.16696343458136298,-269.5011426268399,0.4285714285714295,1536.0475379220136,4.7034507523298075,Cash,6,12,San Antonio,0.09433962264150944,Walmart,0.4056603773584906,0.42452830188679247,0.16981132075471697
CUST_000046,1,179,178,95,30,9,12,0.5337078651685393,3.7359550561797756,16.01123595505618,-7578.959999999999,-79.77852631578946,-50.76,196.70216618223574,-484.35,1108.72,-9643.109999999999,-103.68935483870966,-484.35,93,2064.15,1032.075,1108.72,2.0,-7578.959999999999,0.214054387018296,-3.6717099048034294,-57.56,1,-57.56,-1394.23,27,-51.63814814814815,-199.42000000000002,4,-49.855000000000004,-6652.9800000000005,32,-207.90562500000001,-632.34,20,-31.617,0.005969028663989108,0.14458302352664235,0.020680050315717652,0.6899205754160226,0.06557428049664477,retail,8.189473684210526,5,0.25263157894736843,2,0.5183701925870129,-213.89178571428573,7.448511757402218e-16,1049.885412093401,4.271404682207444,UPI,6,12,San Diego,0.10526315789473684,Starbucks,0.47368421052631576,0.3157894736842105,0.21052631578947367
CUST_000566,4,179,175,81,28,10,13,0.46285714285714286,3.24,13.885714285714286,-8458.210000000001,-104.42234567901235,-47.94,189.46029753137995,-520.64,809.15,-9805.529999999999,-124.12063291139239,-520.64,79,1347.32,673.66,809.15,2.0,-8458.21,0.13740409748376683,-6.2778033429326365,-311.35,2,-155.675,-761.37,16,-47.585625,-124.97999999999999,2,-62.489999999999995,-7150.23,25,-286.00919999999996,-778.3199999999999,27,-28.826666666666664,0.031752490686378,0.07764700123297773,0.012745868912746176,0.7292038268201719,0.07937561763617061,entertainment,9.518518518518519,23,0.30864197530864196,3,0.46730054974698454,-274.59642857142865,1.17857142857143,854.6056210884168,6.433331570970116,Bank Transfer,6,13,San Antonio,0.1111111111111111,Home Depot,0.49382716049382713,0.2222222222222222,0.2839506172839506
CUST_000412,1,179,178,84,29,9,12,0.47191011235955055,3.303370786516854,14.157303370786517,-15892.218164363774,-189.19307338528301,-84.26499999999999,495.3220411695925,-4487.788164363773,-7.95,-15892.218164363774,-189.19307338528301,-4487.788164363773,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.4,2,-71.7,-1338.35,23,-58.189130434782605,-94.25,1,-94.25,-8253.67,30,-275.12233333333336,-550.05,17,-32.35588235294117,0.009023284132957336,0.08421417238035879,0.005930575519743577,0.5193529257298882,0.03461127920037087,retail,9.321428571428571,12,0.36904761904761907,6,0.3679859136497374,-318.61272602598405,0.3214285714285714,1513.8412496735011,4.242640687119285,Check,6,12,Dallas,0.09523809523809523,Home Depot,0.38095238095238093,0.36904761904761907,0.25
CUST_000116,1,179,178,73,26,9,12,0.4101123595505618,2.870786516853933,12.303370786516853,-12011.006708783732,-164.5343384764895,-47.08,548.4341810315074,-4659.1767087837325,-3.73,-12011.006708783732,-164.5343384764895,-4659.1767087837325,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4659.1767087837325,1,-4659.1767087837325,-1229.24,21,-58.53523809523809,-57.93,1,-57.93,-4401.38,15,-293.42533333333336,-849.43,26,-32.67038461538461,0.3879089256836768,0.10234279522140707,0.0048230761504475216,0.36644555337574164,0.07072096624330465,entertainment,9.301369863013699,8,0.3424657534246575,6,0.20507782431578925,18.44357142857126,0.39285714285714346,1959.942037301773,4.370588154508101,Check,6,12,Philadelphia,0.136986301369863,AMC Theaters,0.5205479452054794,0.2876712328767123,0.1917808219178082
CUST_000388,2,179,177,75,29,9,13,0.423728813559322,2.9661016949152543,12.711864406779661,-14354.457111242857,-191.39276148323808,-67.0,629.8737053718457,-4067.1236416754127,-13.94,-14354.457111242857,-191.39276148323808,-4067.1236416754127,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2837.4,26,-109.13076923076923,-987.53,16,-61.720625,-5012.343641675413,19,-263.8075600881796,-399.39,1,-399.39,-25.36,1,-25.36,0.19766682766272367,0.06879605354259868,0.3491837833246644,0.027823413794394587,0.0017666986500058759,grocery,9.573333333333334,2,0.30666666666666664,2,0.1807830331214297,-814.292417573327,1.6071428571428572,1974.9281936435482,4.620274751084637,Bank Transfer,6,13,Dallas,0.12,Walmart,0.44,0.44,0.12
CUST_000668,2,179,177,94,33,10,15,0.5310734463276836,3.7175141242937855,15.932203389830507,-9525.921618909193,-101.33959169052333,-55.879999999999995,382.23535017205603,-2432.1303619909736,1357.54,-11355.131618909196,-123.4253436837956,-2432.1303619909736,92,1829.21,914.605,1357.54,2.0,-9525.921618909197,0.16109104336174299,-5.2076697694136795,-2489.63,23,-108.24478260869566,-1366.96,24,-56.95666666666667,-1298.48,27,-48.09185185185185,-412.89,2,-206.445,-21.89,1,-21.89,0.21925153169111047,0.12038257643122888,0.114351822909538,0.036361533609388784,0.0019277627714633933,gas,9.73404255319149,8,0.2553191489361702,2,0.17288282401910987,-98.43071428571429,0.7499999999999998,1790.1446638195946,5.972727131533392,Credit Card,6,15,San Jose,0.07446808510638298,Exxon,0.44680851063829785,0.46808510638297873,0.0851063829787234
CUST_000853,6,179,173,102,33,10,12,0.5895953757225434,4.127167630057803,17.6878612716763,-16971.538280926343,-166.38763020516024,-44.5,600.0832685833526,-4773.326737803423,734.25,-18139.24828092634,-181.39248280926338,-4773.326737803423,100,1167.71,583.855,734.25,2.0,-16971.53828092634,0.06437477352508938,-14.534035232143545,-162.35,1,-162.35,-1623.52,33,-49.197575757575756,-146.67000000000002,3,-48.89000000000001,-10475.836737803424,21,-498.8493684668297,-4382.061543122918,26,-168.5408285816507,0.00895020551489519,0.08950315773047514,0.008085781600675563,0.577523201378687,0.24157900455724585,restaurant,9.03921568627451,1,0.2647058823529412,0,0.15829850486767386,-251.96112654010435,0.2857142857142861,2096.9322391905957,5.233331166861201,Cash,6,12,New York,0.06862745098039216,Starbucks,0.5098039215686274,0.3235294117647059,0.16666666666666666
CUST_000442,0,179,179,104,28,9,12,0.5810055865921788,4.067039106145251,17.43016759776536,-7622.1054662892,-73.28947563739615,-54.400000000000006,331.38227737939945,-1884.615466289201,1402.03,-12789.335466289202,-129.18520673019395,-1884.615466289201,99,5167.23,1033.446,1402.03,5.0,-7622.105466289202,0.4040264651451246,-1.475085387391156,-203.19,1,-203.19,-1895.8500000000001,30,-63.19500000000001,-126.19,2,-63.095,-6967.01,27,-258.03740740740744,-856.12,27,-31.708148148148148,0.01588745564893335,0.14823678720424377,0.00986681445119789,0.5447515250783755,0.06694014730136728,restaurant,8.461538461538462,2,0.16346153846153846,1,0.010509310504554576,-291.06558567384303,7.448511757402218e-16,1489.2965333945722,6.663945022680344,Bank Transfer,6,12,Austin,0.07692307692307693,McDonald's,0.4326923076923077,0.3173076923076923,0.25
CUST_000433,2,179,177,77,28,9,12,0.4350282485875706,3.0451977401129944,13.050847457627118,-6065.650000000001,-78.77467532467533,-50.65,170.0470794297584,-521.33,558.7,-7825.46,-107.19808219178083,-521.33,73,1759.8100000000002,439.95250000000004,558.7,4.0,-6065.65,0.2248826267082063,-3.4467641393104933,-295.22,2,-147.61,-1107.06,19,-58.26631578947368,-110.63,2,-55.315,-4901.05,19,-257.95,-855.36,25,-34.2144,0.03772557779350991,0.14146899990543685,0.014137188101402345,0.6262954510022414,0.10930475652549498,entertainment,9.753246753246753,23,0.16883116883116883,3,0.28797144470915986,-64.50714285714287,-0.07142857142857115,551.1519604669211,4.27617987059879,UPI,6,12,San Jose,0.11688311688311688,Best Buy,0.44155844155844154,0.33766233766233766,0.22077922077922077
CUST_000386,4,179,175,76,37,10,13,0.4342857142857143,3.04,13.028571428571428,-4400.68,-57.90368421052632,-47.045,96.5219177160242,-308.73,635.74,-5036.42,-67.15226666666666,-308.73,75,635.74,635.74,635.74,1.0,-4400.68,0.12622855123282015,-6.922137980935603,-1339.57,14,-95.68357142857143,-1152.8999999999999,20,-57.644999999999996,-679.78,16,-42.48625,-308.73,1,-308.73,-107.82,4,-26.955,0.2659766262543632,0.22891260061710497,0.13497285770448056,0.06129949448219172,0.02140806366426946,restaurant,8.355263157894736,0,0.34210526315789475,5,0.6653283028007251,-21.037857142857167,0.42857142857142877,283.8938765217218,2.799416848895061,UPI,6,13,San Diego,0.07894736842105263,Texaco,0.5,0.4605263157894737,0.039473684210526314
CUST_000722,0,179,179,75,26,10,12,0.41899441340782123,2.9329608938547485,12.569832402234637,-10240.296468211389,-136.5372862428185,-106.74,392.01927003594506,-3284.4564682113887,858.61,-11098.906468211388,-149.98522254339713,-3284.4564682113887,74,858.61,858.61,858.61,1.0,-10240.296468211387,0.07735987346673864,-11.926598185685453,-2429.57,18,-134.97611111111112,-97.29,1,-97.29,-172.78,3,-57.593333333333334,-172.95999999999998,2,-86.47999999999999,-54.76,2,-27.38,0.21890174558715159,0.008765728432674908,0.015567299399707786,0.015583517213644277,0.004933819395346674,utilities,8.213333333333333,0,0.30666666666666664,2,0.1713763159311563,100.80951672183521,0.142857142857144,1442.88449000043,4.095791767666129,Cash,6,12,Houston,0.10666666666666667,Electric Company,0.30666666666666664,0.5333333333333333,0.16
CUST_000713,1,179,178,82,33,10,13,0.4606741573033708,3.2247191011235956,13.820224719101123,-5302.74,-64.66756097560976,-63.17,169.1269352324999,-548.13,1241.25,-6543.990000000001,-80.79,-548.13,81,1241.25,1241.25,1241.25,1.0,-5302.740000000001,0.1896778570871899,-4.272096676737161,-1605.83,15,-107.05533333333332,-1501.73,26,-57.75884615384616,-1198.85,21,-57.088095238095235,-1332.98,4,-333.245,-46.56,2,-23.28,0.2453900449114378,0.22948231889107407,0.18319862958225788,0.2036952990453836,0.007114925297868731,restaurant,8.914634146341463,6,0.2926829268292683,4,0.529004353969032,-160.10750000000002,0.0,521.0569072528627,6.562105187346201,Bank Transfer,6,13,Chicago,0.07317073170731707,Domino's,0.36585365853658536,0.5609756097560976,0.07317073170731707
CUST_000359,0,179,178,88,31,9,12,0.4943820224719101,3.460674157303371,14.831460674157302,-16264.818571147292,-184.8274837630374,-56.47,688.3407684689789,-4626.354600712066,960.77,-18909.24857114729,-225.11010203746775,-4626.354600712066,84,2644.43,661.1075,960.77,4.0,-16264.81857114729,0.13984849741914165,-6.150595240239784,-2166.5499999999997,20,-108.32749999999999,-2537.369760266928,4,-634.342440066732,-138.84,2,-69.42,-728.77,2,-364.385,-105.64,4,-26.41,0.11457620813689201,0.13418670502531646,0.007342438779500167,0.038540399807954026,0.005586684188032251,transport,9.170454545454545,3,0.375,5,0.9934245510881425,-280.65305252578503,1.4642857142857149,1856.7518221859364,3.8119040183218096,Credit Card,6,12,San Antonio,0.10227272727272728,Taxi,0.4090909090909091,0.3522727272727273,0.23863636363636365
CUST_000013,1,179,178,101,28,10,14,0.5674157303370787,3.971910112359551,17.02247191011236,-13574.762412040092,-134.40358823802072,-76.46,406.1948969543471,-4050.5624120400935,452.58,-14027.342412040092,-140.27342412040093,-4050.5624120400935,100,452.58,452.58,452.58,1.0,-13574.762412040092,0.032264130061552994,-29.99417210667748,-3083.23,29,-106.31827586206897,-75.9,1,-75.9,-128.27,3,-42.75666666666667,-713.0,3,-237.66666666666666,-150.83,4,-37.7075,0.21980143561289062,0.005410861000644907,0.009144283801748646,0.05082930030908852,0.010752571340280256,grocery,7.9504950495049505,0,0.26732673267326734,4,0.31387879801542756,-551.4574012900099,0.642857142857144,1422.1934698303726,3.4166459266003995,Check,6,14,Los Angeles,0.10891089108910891,Electric Company,0.42574257425742573,0.42574257425742573,0.1485148514851485
CUST_000093,1,179,178,101,27,10,12,0.5674157303370787,3.971910112359551,17.02247191011236,-5837.949999999999,-57.80148514851484,-62.09,177.35807688056465,-299.17,1253.53,-8063.860000000001,-81.45313131313132,-299.17,99,2225.91,1112.955,1253.53,2.0,-5837.950000000001,0.2760352982318641,-2.622725087716934,-4063.0499999999997,33,-123.12272727272726,-1549.58,27,-57.39185185185185,-1593.8,31,-51.41290322580645,-377.34000000000003,2,-188.67000000000002,-25.78,1,-25.78,0.5038591939840225,0.19216355442678815,0.1976472805827482,0.04679396715716791,0.0031969801063014484,grocery,8.554455445544555,2,0.18811881188118812,2,0.3906701858530613,71.95999999999992,1.4642857142857149,740.9614490784309,3.8861344310672696,Check,6,12,San Antonio,0.06930693069306931,Whole Foods,0.31683168316831684,0.6237623762376238,0.0594059405940594
CUST_000147,2,179,177,93,30,9,13,0.5254237288135594,3.6779661016949152,15.762711864406779,-7615.37,-81.88569892473119,-69.79,59.30285553645738,-425.52,-10.22,-7615.37,-81.88569892473119,-425.52,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1644.98,15,-109.66533333333334,-2586.18,40,-64.6545,-1319.56,21,-62.836190476190474,-945.3799999999999,5,-189.07599999999996,-56.67,2,-28.335,0.21600788930807038,0.3396000456970574,0.1732758881052398,0.12414104633130102,0.007441529433238307,restaurant,8.903225806451612,4,0.3010752688172043,3,0.4627024203043581,-43.56214285714294,0.9642857142857151,489.75961316314584,4.861342722049587,UPI,6,13,Phoenix,0.0967741935483871,Domino's,0.27956989247311825,0.6989247311827957,0.021505376344086023
CUST_000915,15,179,164,66,24,8,13,0.4024390243902439,2.8170731707317076,12.073170731707316,-7041.969999999999,-106.69651515151514,-55.730000000000004,115.59814409599414,-467.82,-8.32,-7041.969999999999,-106.69651515151514,-467.82,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1183.97,20,-59.1985,-50.31,1,-50.31,-4540.42,19,-238.96947368421053,-569.63,16,-35.601875,0.0,0.1681305089342897,0.007144307629825178,0.6447655982629862,0.08089071666025274,restaurant,7.878787878787879,7,0.30303030303030304,4,0.6453739140999939,37.86321428571422,-0.4642857142857133,734.5198680937704,6.020373573058707,Bank Transfer,6,13,Philadelphia,0.12121212121212122,Nike,0.4393939393939394,0.36363636363636365,0.19696969696969696
CUST_000535,2,179,177,88,32,9,12,0.4971751412429379,3.4802259887005653,14.915254237288135,-6273.364862618413,-71.28823707520924,-54.925,364.57122467574845,-2963.214862618413,1162.02,-8979.784862618413,-105.64452779551074,-2963.214862618413,85,2706.42,902.14,1162.02,3.0,-6273.364862618413,0.301390294022126,-2.3179568812743083,-1744.34,16,-109.02125,-4489.854862618413,27,-166.290920837719,-1450.74,29,-50.02551724137931,-317.71000000000004,3,-105.90333333333335,-121.28999999999999,3,-40.43,0.19425186980385722,0.49999581630391277,0.16155620899552142,0.035380580365859574,0.013507005107094856,gas,8.102272727272727,0,0.2840909090909091,2,1.9013268011961733,-377.65373528054414,1.6785714285714288,1310.907466079921,5.314592925068078,Check,6,12,Houston,0.10227272727272728,Domino's,0.3522727272727273,0.5681818181818182,0.07954545454545454
CUST_000538,0,179,179,101,38,10,12,0.5642458100558659,3.949720670391061,16.92737430167598,-3237.6985645111317,-32.05642143080328,-53.4,396.15714614821866,-1272.7085645111322,1708.25,-12186.468564511135,-131.03729639259285,-1272.7085645111322,93,8948.77,1118.59625,1708.25,8.0,-3237.6985645111345,0.7343201972440311,-0.3618037523046334,-360.46,5,-72.092,-2596.928564511132,28,-92.74744873254043,-206.52,3,-68.84,-7766.13,26,-298.6973076923077,-554.68,17,-32.628235294117644,0.02957870839216824,0.21309935284072257,0.016946664975727086,0.6372748560330399,0.0455160571796257,restaurant,8.653465346534654,4,0.32673267326732675,2,0.2509757433032547,80.90132603650945,1.5714285714285723,1211.6119171090868,7.267484195415373,Debit Card,6,12,San Antonio,0.07920792079207921,Home Depot,0.39603960396039606,0.3069306930693069,0.297029702970297
CUST_000398,0,179,178,99,34,10,12,0.5561797752808989,3.8932584269662924,16.685393258426966,-8425.560069676942,-85.10666737047416,-53.62,438.3637782232102,-4028.280069676941,1032.11,-11088.350069676942,-115.50364655913482,-4028.280069676941,96,2662.79,887.5966666666667,1032.11,3.0,-8425.560069676943,0.24014303149409677,-3.1641849600144747,-6749.360069676941,29,-232.73655412679108,-1144.61,25,-45.7844,-1437.29,24,-59.88708333333333,-275.87,3,-91.95666666666666,-62.67,1,-62.67,0.6086893024900306,0.10322635854816116,0.1296216290943523,0.02487926501837414,0.0056518778363051705,grocery,7.94949494949495,9,0.31313131313131315,1,0.1740404495019743,300.0128621197811,1.0714285714285718,1745.570416529398,5.1941882750565265,Credit Card,6,12,Los Angeles,0.09090909090909091,Subway,0.40404040404040403,0.5050505050505051,0.09090909090909091
CUST_000867,0,179,179,100,29,9,12,0.5586592178770949,3.9106145251396645,16.75977653631285,-10780.98,-107.8098,-51.095,185.20163966145907,-525.02,674.9,-12240.000000000002,-126.1855670103093,-525.02,97,1459.02,486.34,674.9,3.0,-10780.980000000001,0.11920098039215685,-7.389192745815685,0.0,0,0.0,-1406.28,24,-58.595,-78.5,1,-78.5,-8906.95,28,-318.10535714285714,-849.71,29,-29.30034482758621,0.0,0.11489215686274508,0.006413398692810456,0.7276919934640522,0.06942075163398692,entertainment,8.07,12,0.34,0,0.7410581053583538,-102.77321428571426,0.5357142857142864,768.620105550943,6.1577891606435164,Credit Card,6,12,San Antonio,0.08,Spotify,0.46,0.31,0.23
CUST_000063,0,179,179,73,27,10,12,0.40782122905027934,2.8547486033519553,12.23463687150838,-4767.759999999999,-65.3117808219178,-46.85,178.8697607924584,-565.89,733.14,-6512.880000000001,-93.04114285714287,-565.89,70,1745.12,581.7066666666666,733.14,3.0,-4767.760000000001,0.2679490486543587,-2.732052810121941,-124.50999999999999,2,-62.254999999999995,-1184.32,23,-51.49217391304347,-67.43,1,-67.43,-3630.09,13,-279.2376923076923,-633.54,19,-33.344210526315784,0.019117502548795615,0.18184274852292684,0.01035333063099581,0.5573709326749455,0.09727493827615431,restaurant,8.356164383561644,0,0.4794520547945205,6,0.942005726924283,-88.98500000000004,1.1785714285714286,633.7909192747258,3.7742413753208304,Debit Card,6,12,New York,0.0958904109589041,Starbucks,0.4931506849315068,0.3424657534246575,0.1643835616438356
CUST_000734,2,179,176,83,28,10,13,0.4715909090909091,3.3011363636363638,14.147727272727273,-7386.679999999999,-88.99614457831325,-49.97,231.92434050590893,-579.61,1067.42,-9925.03,-124.062875,-579.61,80,2538.3500000000004,846.1166666666668,1067.42,3.0,-7386.68,0.25575237555957014,-2.9100321074713884,-46.96,1,-46.96,-1078.67,17,-63.45117647058824,-182.17999999999998,3,-60.72666666666666,-7328.349999999999,25,-293.13399999999996,-823.53,26,-31.674230769230768,0.0047314718444175985,0.10868178735983669,0.01835561202333897,0.7383705641192015,0.082975064055222,entertainment,9.289156626506024,8,0.27710843373493976,1,0.5321819863846241,-106.54750000000004,0.2857142857142861,410.07853453419654,4.882287854467161,Check,6,13,San Diego,0.0963855421686747,Spotify,0.46987951807228917,0.26506024096385544,0.26506024096385544
CUST_000834,6,179,172,81,29,10,12,0.47093023255813954,3.2965116279069764,14.127906976744185,-12155.795427269313,-150.07154848480633,-68.84,486.510589249214,-3800.225427269312,1301.05,-14660.025427269313,-185.56994211733308,-3800.225427269312,79,2504.23,1252.115,1301.05,2.0,-12155.795427269313,0.1708203039908681,-4.854105025205079,-378.53,3,-126.17666666666666,-962.62,17,-56.62470588235294,-37.34,1,-37.34,-8089.4800000000005,28,-288.91,-4429.495427269312,20,-221.4747713634656,0.02582055548797966,0.06566291475930304,0.0025470624307747354,0.55180531849233,0.30214786797231247,retail,8.469135802469136,1,0.1728395061728395,3,0.017071969154795388,-158.83360194780818,1.571428571428572,1238.3884906394767,5.525451315946776,UPI,6,12,Austin,0.1111111111111111,iTunes,0.37037037037037035,0.35802469135802467,0.2716049382716049
CUST_000132,3,179,176,87,32,10,12,0.4943181818181818,3.460227272727273,14.829545454545455,-5514.9,-63.38965517241379,-69.55,127.53588468520478,-311.38,662.38,-7087.55,-84.37559523809524,-311.38,84,1572.65,524.2166666666667,662.38,3.0,-5514.9,0.22188908720220668,-3.5067561122945343,-2409.62,22,-109.5281818181818,-1467.71,27,-54.35962962962963,-1211.73,18,-67.31833333333333,-973.53,6,-162.255,-25.53,1,-25.53,0.3399792594055774,0.20708284244908326,0.17096598965792129,0.13735776114454218,0.0036020909905397492,restaurant,8.89655172413793,7,0.3563218390804598,1,0.5299362491885503,-111.35214285714287,1.035714285714286,438.2690846211878,4.135461378894322,Bank Transfer,6,12,San Diego,0.08045977011494253,Subway,0.3448275862068966,0.5747126436781609,0.08045977011494253
CUST_000788,5,179,174,99,35,10,13,0.5689655172413793,3.9827586206896552,17.06896551724138,-9108.54544116372,-92.00550950670424,-61.92,300.8377687872783,-2513.2539609536734,987.95,-10757.195441163723,-110.89892207385282,-2513.2539609536734,97,1648.65,824.325,987.95,2.0,-9108.545441163724,0.15326020699514664,-5.524850902959223,-3395.4814802100495,24,-141.47839500875207,-1313.99,21,-62.570952380952384,-1918.35,34,-56.42205882352941,-869.02,3,-289.67333333333335,-103.16,4,-25.79,0.3156474658084973,0.12214986770360764,0.1783317975853817,0.0807849968658735,0.009589860160506673,gas,8.616161616161616,4,0.36363636363636365,5,0.49122513374289234,-20.842910007501818,1.7857142857142867,1009.0464485984705,6.401530429259451,Debit Card,6,13,San Antonio,0.09090909090909091,Chevron,0.3434343434343434,0.5757575757575758,0.08080808080808081
CUST_000947,6,179,173,90,33,10,14,0.5202312138728323,3.6416184971098264,15.606936416184972,-5253.099999999999,-58.367777777777775,-63.67,201.50643897358523,-597.04,1059.24,-7872.19,-90.48494252873563,-597.04,87,2619.09,873.0300000000001,1059.24,3.0,-5253.099999999999,0.3327015735138507,-2.0056966350908136,-2547.23,26,-97.97038461538462,-1260.12,23,-54.787826086956514,-1275.89,23,-55.47347826086957,-2294.89,7,-327.84142857142854,-87.28,2,-43.64,0.32357323692644613,0.16007235597718042,0.1620756104718001,0.29151862442344506,0.011087130773012339,grocery,9.277777777777779,2,0.2,2,0.3500087377542944,132.82071428571427,0.1428571428571425,523.5885878030107,3.398679215248663,Debit Card,6,14,Chicago,0.07777777777777778,Walmart,0.34444444444444444,0.5777777777777777,0.07777777777777778
