avg_monthly_spend,transaction_frequency,preferred_categories,churn_probability,customer_id,segment,signup_date
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000247,high_spender,2024-02-10 16:42:35.545496
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000248,risky,2023-08-16 16:42:35.545501
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000249,moderate_spender,2024-04-23 16:42:35.545505
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000250,risky,2024-04-07 16:42:35.545510
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000251,moderate_spender,2024-12-21 16:42:35.545514
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000252,high_spender,2025-02-01 16:42:35.545519
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000253,risky,2024-10-09 16:42:35.545526
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000254,moderate_spender,2023-12-08 16:42:35.545531
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000255,risky,2025-03-31 16:42:35.545538
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000256,moderate_spender,2025-01-17 16:42:35.545542
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000257,risky,2025-01-05 16:42:35.545547
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000258,risky,2023-07-08 16:42:35.545552
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000259,low_spender,2024-02-23 16:42:35.545557
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000260,risky,2023-11-07 16:42:35.545562
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000261,risky,2024-12-10 16:42:35.545566
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000262,risky,2024-02-16 16:42:35.545571
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000263,low_spender,2024-09-10 16:42:35.545576
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000264,low_spender,2023-12-05 16:42:35.545580
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000265,risky,2023-08-19 16:42:35.545585
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000266,moderate_spender,2024-08-13 16:42:35.545589
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000267,risky,2025-03-03 16:42:35.545594
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000268,low_spender,2024-09-23 16:42:35.545598
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000269,low_spender,2024-06-12 16:42:35.545602
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000270,low_spender,2023-11-15 16:42:35.545610
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000271,high_spender,2024-12-31 16:42:35.545614
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000272,moderate_spender,2024-09-27 16:42:35.545621
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000273,risky,2024-12-16 16:42:35.545625
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000274,moderate_spender,2025-03-17 16:42:35.545630
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000275,risky,2024-03-30 16:42:35.545635
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000276,low_spender,2023-11-13 16:42:35.545641
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000277,risky,2024-03-22 16:42:35.545646
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000278,high_spender,2024-10-22 16:42:35.545650
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000279,risky,2024-04-18 16:42:35.545655
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000280,high_spender,2023-10-10 16:42:35.545660
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000281,risky,2024-01-19 16:42:35.545664
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000282,high_spender,2024-05-26 16:42:35.545669
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000283,low_spender,2024-04-17 16:42:35.545673
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000284,risky,2023-11-17 16:42:35.545678
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000285,moderate_spender,2024-01-08 16:42:35.545682
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000286,moderate_spender,2024-08-15 16:42:35.545687
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000287,risky,2024-01-10 16:42:35.545691
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000288,high_spender,2024-04-18 16:42:35.545695
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000289,low_spender,2023-07-07 16:42:35.545700
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000290,risky,2024-12-03 16:42:35.545704
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000291,risky,2025-01-11 16:42:35.545709
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000292,high_spender,2024-04-13 16:42:35.545715
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000293,high_spender,2025-02-25 16:42:35.545720
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000294,risky,2025-01-03 16:42:35.545725
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000295,risky,2024-11-16 16:42:35.545729
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000296,high_spender,2024-08-28 16:42:35.545734
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000297,risky,2024-06-20 16:42:35.545738
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000298,moderate_spender,2024-02-11 16:42:35.545745
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000299,low_spender,2024-06-10 16:42:35.545749
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000300,risky,2024-08-10 16:42:35.545754
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000301,risky,2024-09-05 16:42:35.545758
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000302,high_spender,2024-01-26 16:42:35.545763
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000303,high_spender,2023-11-16 16:42:35.545767
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000304,high_spender,2024-05-28 16:42:35.545772
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000305,moderate_spender,2023-07-26 16:42:35.545776
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000306,high_spender,2023-07-24 16:42:35.545781
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000307,high_spender,2025-04-20 16:42:35.545785
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000308,moderate_spender,2024-10-29 16:42:35.545790
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000309,high_spender,2023-08-24 16:42:35.545794
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000310,moderate_spender,2024-09-19 16:42:35.545799
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000311,moderate_spender,2024-01-23 16:42:35.545805
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000312,high_spender,2023-10-22 16:42:35.545810
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000313,moderate_spender,2024-01-31 16:42:35.545815
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000314,low_spender,2024-05-09 16:42:35.545819
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000315,moderate_spender,2023-09-09 16:42:35.545824
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000316,high_spender,2024-12-05 16:42:35.545829
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000317,low_spender,2025-01-31 16:42:35.545833
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000318,high_spender,2024-07-06 16:42:35.545838
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000319,risky,2024-04-10 16:42:35.545844
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000320,moderate_spender,2025-03-05 16:42:35.545849
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000321,moderate_spender,2025-02-06 16:42:35.545854
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000322,low_spender,2023-06-21 16:42:35.545858
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000323,high_spender,2023-10-20 16:42:35.545863
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000324,high_spender,2024-05-31 16:42:35.545868
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000325,risky,2023-07-14 16:42:35.545872
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000326,low_spender,2025-03-12 16:42:35.545876
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000327,low_spender,2025-05-09 16:42:35.545881
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000328,risky,2024-01-06 16:42:35.545885
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000329,high_spender,2024-03-04 16:42:35.545890
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000330,low_spender,2023-08-10 16:42:35.545894
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000331,risky,2024-12-16 16:42:35.545901
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000332,risky,2024-11-22 16:42:35.545905
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000333,low_spender,2023-08-30 16:42:35.545910
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000334,risky,2024-01-31 16:42:35.545915
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000335,risky,2023-09-23 16:42:35.545919
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000336,low_spender,2024-06-25 16:42:35.545924
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000337,moderate_spender,2025-02-22 16:42:35.545928
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000338,low_spender,2024-02-15 16:42:35.545933
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000339,moderate_spender,2024-02-01 16:42:35.545937
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000340,risky,2024-06-11 16:42:35.545946
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000341,high_spender,2024-01-01 16:42:35.545951
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000342,low_spender,2024-11-16 16:42:35.545955
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000343,risky,2024-10-16 16:42:35.545960
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000344,low_spender,2024-08-30 16:42:35.545964
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000345,low_spender,2024-08-08 16:42:35.545969
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000346,low_spender,2023-10-30 16:42:35.545973
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000347,high_spender,2023-12-09 16:42:35.545978
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000348,moderate_spender,2025-02-23 16:42:35.545982
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000349,moderate_spender,2024-03-31 16:42:35.545987
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000350,risky,2023-10-31 16:42:35.545993
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000351,moderate_spender,2024-01-20 16:42:35.545998
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000352,risky,2024-02-18 16:42:35.546003
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000353,high_spender,2025-02-15 16:42:35.546007
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000354,low_spender,2024-10-07 16:42:35.546012
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000355,risky,2024-09-14 16:42:35.546019
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000356,low_spender,2023-07-12 16:42:35.546024
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000357,low_spender,2024-01-23 16:42:35.546028
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000358,low_spender,2024-03-12 16:42:35.546033
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000359,low_spender,2024-05-26 16:42:35.546037
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000360,risky,2024-08-17 16:42:35.546042
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000361,low_spender,2024-09-06 16:42:35.546048
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000362,moderate_spender,2025-01-18 16:42:35.546053
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000363,moderate_spender,2024-07-02 16:42:35.546057
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000364,high_spender,2023-11-20 16:42:35.546062
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000365,moderate_spender,2024-11-06 16:42:35.546067
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000366,moderate_spender,2024-01-12 16:42:35.546071
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000367,low_spender,2023-09-26 16:42:35.546076
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000368,low_spender,2025-02-08 16:42:35.546081
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000369,moderate_spender,2024-07-22 16:42:35.546085
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000370,moderate_spender,2024-05-17 16:42:35.546092
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000371,moderate_spender,2024-07-16 16:42:35.546096
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000372,high_spender,2023-11-22 16:42:35.546101
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000373,moderate_spender,2024-08-14 16:42:35.546105
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000374,high_spender,2025-03-27 16:42:35.546109
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000375,low_spender,2025-01-12 16:42:35.546114
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000376,risky,2025-02-05 16:42:35.546119
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000377,high_spender,2023-10-12 16:42:35.546123
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000378,low_spender,2024-01-27 16:42:35.546128
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000379,risky,2024-02-25 16:42:35.546132
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000380,low_spender,2024-11-14 16:42:35.546136
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000381,high_spender,2024-09-05 16:42:35.546141
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000382,risky,2025-01-25 16:42:35.546145
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000383,high_spender,2024-04-06 16:42:35.546152
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000384,risky,2025-03-07 16:42:35.546157
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000385,high_spender,2024-12-17 16:42:35.546161
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000386,moderate_spender,2023-10-23 16:42:35.546166
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000387,low_spender,2025-02-23 16:42:35.546170
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000388,moderate_spender,2025-01-20 16:42:35.546174
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000389,risky,2023-09-09 16:42:35.546181
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000390,moderate_spender,2023-12-03 16:42:35.546186
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000391,risky,2024-02-15 16:42:35.546190
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000392,risky,2024-07-21 16:42:35.546195
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000393,risky,2024-07-13 16:42:35.546199
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000394,high_spender,2023-09-05 16:42:35.546204
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000395,high_spender,2024-10-21 16:42:35.546208
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000396,moderate_spender,2024-08-24 16:42:35.546213
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000397,high_spender,2024-12-12 16:42:35.546217
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000398,moderate_spender,2024-11-25 16:42:35.546222
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000399,high_spender,2024-12-12 16:42:35.546226
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000400,high_spender,2024-03-29 16:42:35.546230
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000401,risky,2023-09-21 16:42:35.546235
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000402,risky,2024-07-27 16:42:35.546240
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000403,high_spender,2024-09-26 16:42:35.546244
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000404,low_spender,2024-08-05 16:42:35.546251
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000405,risky,2025-03-10 16:42:35.546256
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000406,moderate_spender,2024-08-24 16:42:35.546260
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000407,moderate_spender,2024-03-12 16:42:35.546265
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000408,high_spender,2023-11-11 16:42:35.546269
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000409,moderate_spender,2023-07-28 16:42:35.546275
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000410,moderate_spender,2024-08-22 16:42:35.546280
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000411,moderate_spender,2025-03-09 16:42:35.546285
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000412,high_spender,2024-12-03 16:42:35.546289
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000413,low_spender,2023-09-20 16:42:35.546293
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000414,low_spender,2024-02-27 16:42:35.546298
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000415,high_spender,2024-01-28 16:42:35.546302
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000416,low_spender,2024-04-04 16:42:35.546307
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000417,low_spender,2023-12-26 16:42:35.546311
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000418,risky,2024-02-28 16:42:35.546316
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000419,high_spender,2023-09-17 16:42:35.546320
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000420,high_spender,2024-03-05 16:42:35.546325
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000421,low_spender,2023-09-11 16:42:35.546329
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000422,low_spender,2025-04-25 16:42:35.546333
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000423,high_spender,2024-09-29 16:42:35.546338
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000424,high_spender,2023-07-03 16:42:35.546342
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000425,low_spender,2023-10-09 16:42:35.546349
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000426,high_spender,2024-11-23 16:42:35.546354
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000427,risky,2023-12-07 16:42:35.546359
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000428,risky,2024-08-10 16:42:35.546365
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000429,moderate_spender,2023-09-30 16:42:35.546370
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000430,risky,2023-08-10 16:42:35.546374
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000431,risky,2025-02-17 16:42:35.546379
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000432,risky,2024-05-30 16:42:35.546383
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000433,risky,2024-06-14 16:42:35.546388
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000434,low_spender,2023-07-05 16:42:35.546392
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000435,high_spender,2024-12-08 16:42:35.546396
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000436,low_spender,2024-03-26 16:42:35.546401
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000437,risky,2024-07-30 16:42:35.546405
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000438,risky,2023-11-05 16:42:35.546410
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000439,high_spender,2024-02-11 16:42:35.546414
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000440,high_spender,2024-07-03 16:42:35.546421
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000441,low_spender,2024-06-24 16:42:35.546426
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000442,high_spender,2024-04-03 16:42:35.546430
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000443,high_spender,2023-07-18 16:42:35.546435
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000444,risky,2024-03-24 16:42:35.546440
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000445,high_spender,2024-11-10 16:42:35.546444
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000446,low_spender,2023-08-23 16:42:35.546451
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000447,risky,2023-08-20 16:42:35.546455
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000448,risky,2025-03-30 16:42:35.546462
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000449,moderate_spender,2024-08-21 16:42:35.546467
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000450,moderate_spender,2024-07-31 16:42:35.546471
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000451,risky,2024-01-11 16:42:35.546476
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000452,high_spender,2025-04-22 16:42:35.546480
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000453,moderate_spender,2024-12-10 16:42:35.546485
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000454,low_spender,2023-11-04 16:42:35.546489
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000455,high_spender,2023-11-03 16:42:35.546496
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000456,risky,2025-02-15 16:42:35.546501
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000457,moderate_spender,2025-01-25 16:42:35.546505
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000458,risky,2025-01-21 16:42:35.546510
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000459,moderate_spender,2023-12-28 16:42:35.546515
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000460,low_spender,2023-12-17 16:42:35.546520
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000461,low_spender,2024-03-22 16:42:35.546524
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000462,risky,2024-01-24 16:42:35.546528
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000463,moderate_spender,2024-02-09 16:42:35.546533
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000464,moderate_spender,2024-04-24 16:42:35.546537
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000465,moderate_spender,2023-09-16 16:42:35.546542
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000466,moderate_spender,2025-03-11 16:42:35.546546
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000467,low_spender,2024-03-23 16:42:35.546553
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000468,low_spender,2023-12-19 16:42:35.546563
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000469,low_spender,2025-05-19 16:42:35.546567
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000470,low_spender,2024-07-20 16:42:35.546572
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000471,risky,2024-12-20 16:42:35.546577
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000472,risky,2023-11-17 16:42:35.546581
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000473,risky,2024-06-02 16:42:35.546586
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000474,low_spender,2023-11-03 16:42:35.546590
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000475,risky,2024-02-10 16:42:35.546595
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000476,low_spender,2024-11-09 16:42:35.546599
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000477,moderate_spender,2023-10-14 16:42:35.546604
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000478,risky,2024-09-24 16:42:35.546608
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000479,risky,2025-04-07 16:42:35.546613
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000480,low_spender,2024-01-23 16:42:35.546617
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000481,risky,2024-04-21 16:42:35.546622
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000482,moderate_spender,2023-12-31 16:42:35.546626
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000483,high_spender,2025-01-12 16:42:35.546631
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000484,low_spender,2025-02-08 16:42:35.546635
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000485,risky,2025-02-08 16:42:35.546640
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000486,risky,2025-05-06 16:42:35.546644
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000487,moderate_spender,2024-03-28 16:42:35.546651
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000488,moderate_spender,2025-03-06 16:42:35.546656
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000489,risky,2024-08-23 16:42:35.546662
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000490,low_spender,2023-08-22 16:42:35.546667
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000491,risky,2023-07-26 16:42:35.546672
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000492,high_spender,2024-06-19 16:42:35.546676
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000493,risky,2024-07-01 16:42:35.546681
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000494,risky,2023-11-14 16:42:35.546686
